timestamp,role,experience,usage_frequency,devices,workflows_used,workflows_used_count,workflow_to_improve,workflow_category,workflow_frequency,steps_estimate,steps_numeric,intrinsic_difficulty,extraneous_difficulty,task_time,task_time_seconds,friction_points,friction_tags,stuck_point,stuck_tags,key_fix,key_fix_category,priority_workflows,priority_primary,priority_secondary,clarity_importance,comments,task_time_category,role_Student,role_Administrative_staff,role_Academic_staff_(lecturer),priority_score,role_Academic staff (lecturer),role_Administrative staff,uses_desktop,uses_mobile,open_text_all,tokens,lemmas,themes,clean_text,dominant_topic
2025-11-11 15:04:52.777,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Check payment plan deadlines",3,Search and register for courses,,A few times per semester,5-6,5.5,4,5,3–5 min,240.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Mobile view is hard to use",,,,,,"Search and register for courses, View grades or exam results",,,5,,2.0,1,0,0,17,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Mobile view is hard to use","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'navigation']",find right menu label many one action confusing terminology unclear field names important actions hidden small far away mobile view hard use,2
2025-11-11 15:07:40.695,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results",2,View grades or exam results,,A few times per semester,3-4,3.5,1,2,1–3 min,120.0,Mobile view is hard to use,,,,,,"Search and register for courses, View grades or exam results",,,4,,1.0,1,0,0,9,False,False,1,1,Mobile view is hard to use,"['mobile', 'view', 'hard', 'use']","['mobile', 'view', 'hard', 'use']",['navigation'],mobile view hard use,1
2025-11-11 15:12:42.358,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone, Tablet","Search and register for courses, View grades or exam results, Generate a student payment or status report",3,View grades or exam results,,Monthly,3-4,3.5,1,3,1–3 min,120.0,Too many pages/tabs for one action,,,,,,"View course schedule, View grades or exam results",,,3,,1.0,1,0,0,10,False,False,1,1,Too many pages/tabs for one action,"['many', 'one', 'action']","['many', 'one', 'action']",[],many one action,4
2025-11-11 15:13:43.169,Student,3+ years,Rarely,Desktop / Laptop,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Prepare academic reports or statistics",3,Search and register for courses,,A few times per semester,3-4,3.5,1,5,3–5 min,240.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,,,,,"Search and register for courses, Generate a student payment or status report",,,5,,2.0,1,0,0,14,False,False,1,0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label confusing terminology unclear field names important actions hidden small far away,2
2025-11-11 15:16:12.375,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","View or update personal profile / contact information, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,View grades or exam results,,Monthly,5-6,5.5,3,5,< 1 min,240.0,"Important actions are hidden / too small / far away, Mobile view is hard to use",,,,,,View grades or exam results,,,3,,,1,0,0,14,False,False,1,1,"Important actions are hidden / too small / far away, Mobile view is hard to use","['important', 'actions', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use']","['important', 'action', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use']","['layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'navigation']",important actions hidden small far away mobile view hard use,2
2025-11-11 15:24:30.719,Administrative staff,1-3 years,Rarely,Desktop / Laptop,Create admitted students profiles and add general information,1,View or update personal profile / contact information,,Rarely,Not sure,3.5,2,2,3–5 min,240.0,Oldschool system in general,,,,,,View or update personal profile / contact information,,,5,,2.0,0,1,0,10,False,True,1,0,Oldschool system in general,"['oldschool', 'system', 'general']","['oldschool', 'system', 'general']",['performance_feedback'],oldschool system general,4
2025-11-11 15:28:53.940,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone","View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Enrol / Unenrol a student in a course",3,Enrol / Unenrol a student in a course,,Weekly,3-4,3.5,3,4,1–3 min,120.0,Too many pages/tabs for one action,,,,,,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",,,4,,1.0,1,0,0,14,False,False,1,1,Too many pages/tabs for one action,"['many', 'one', 'action']","['many', 'one', 'action']",[],many one action,4
2025-11-11 15:29:35.770,Administrative staff,1-3 years,Daily,"Desktop / Laptop, Mobile phone","View or update personal profile / contact information, Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Enrol / Unenrol a student in a course, Generate a student payment or status report, Submit or approve course grades, Manage tuition payments or invoices (administrators), Prepare academic reports or statistics, Generate references and export them",10,Prepare academic reports or statistics,,A few times per semester,7+,7.0,3,5,> 10 min,660.0,"Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Access or permission issues block me, Some functionality is missing.",,"When exporting reports on student grades, it is unclear how the (W)GPA is calculated, so I usually export grades and calculate the (W)GPAs myself.",,"There is no one change that would magically solve the issue, but the guiding principles should be consistency, simplicity, and clarity.",,"Manage tuition payments or invoices (administrators), Prepare academic reports or statistics",,,5,"I feel like this survey would not be able to reflect the scale of the problem. LAIS in general is inconsistent, inconvenient, and confusing. For instance, sometimes it suddenly doesn't even let people log in with the same credentials that were fine the day before, and the (W)GPA that students see in their transcript differs from what they see in the Grades section.",4.0,0,1,0,23,False,True,1,1,"Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Access or permission issues block me, Some functionality is missing. When exporting reports on student grades, it is unclear how the (W)GPA is calculated, so I usually export grades and calculate the (W)GPAs myself. I feel like this survey would not be able to reflect the scale of the problem. LAIS in general is inconsistent, inconvenient, and confusing. For instance, sometimes it suddenly doesn't even let people log in with the same credentials that were fine the day before, and the (W)GPA that students see in their transcript differs from what they see in the Grades section. There is no one change that would magically solve the issue, but the guiding principles should be consistency, simplicity, and clarity.","['confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'access', 'permission', 'issues', 'block', 'functionality', 'missing', 'exporting', 'reports', 'student', 'grades', 'unclear', 'w', 'gpa', 'calculated', 'usually', 'export', 'grades', 'calculate', 'w', 'gpas', 'feel', 'like', 'survey', 'would', 'able', 'reflect', 'scale', 'problem', 'lais', 'general', 'inconsistent', 'inconvenient', 'confusing', 'instance', 'sometimes', 'suddenly', 'even', 'let', 'people', 'log', 'credentials', 'fine', 'day', 'w', 'gpa', 'students', 'see', 'transcript', 'differs', 'see', 'grades', 'section', 'one', 'change', 'would', 'magically', 'solve', 'issue', 'guiding', 'principles', 'consistency', 'simplicity', 'clarity']","['confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'access', 'permission', 'issue', 'block', 'functionality', 'missing', 'exporting', 'report', 'student', 'grade', 'unclear', 'w', 'gpa', 'calculated', 'usually', 'export', 'grade', 'calculate', 'w', 'gpa', 'feel', 'like', 'survey', 'would', 'able', 'reflect', 'scale', 'problem', 'lais', 'general', 'inconsistent', 'inconvenient', 'confusing', 'instance', 'sometimes', 'suddenly', 'even', 'let', 'people', 'log', 'credential', 'fine', 'day', 'w', 'gpa', 'student', 'see', 'transcript', 'differs', 'see', 'grade', 'section', 'one', 'change', 'would', 'magically', 'solve', 'issue', 'guiding', 'principle', 'consistency', 'simplicity', 'clarity']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'permissions_access', 'permissions_access', 'permissions_access', 'clarity_terminology', 'clarity_terminology']",confusing terminology unclear field names important actions hidden small far away access permission issues block functionality missing exporting reports student grades unclear w gpa calculated usually export grades calculate w gpas feel like survey would able reflect scale problem lais general inconsistent inconvenient confusing instance sometimes suddenly even let people log credentials fine day w gpa students see transcript differs see grades section one change would magically solve issue guiding principles consistency simplicity clarity,2
2025-11-11 15:29:49.110,Administrative staff,3+ years,Daily,Desktop / Laptop,"View or update personal profile / contact information, Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV), Enrol / Unenrol a student in a course, Generate a student payment or status report, Submit or approve course grades, Manage tuition payments or invoices (administrators), Prepare academic reports or statistics, generate orders and references as well as diploma supplements",10,Prepare academic reports or statistics,,A few times per semester,7+,7.0,3,3,> 10 min,660.0,Lack of flexibility regarding the type of information that needs to be included in the report,,It’s not about getting stuck somewhere. It is just inconvenient and not intuitive,,"It’s not just one thing, the entire system should be much easier to navigate. Right now the system is too heavy for the small business school",,"Approve or update a study plan, Prepare academic reports or statistics",,,5,,4.0,0,1,0,21,False,True,1,0,"Lack of flexibility regarding the type of information that needs to be included in the report It’s not about getting stuck somewhere. It is just inconvenient and not intuitive It’s not just one thing, the entire system should be much easier to navigate. Right now the system is too heavy for the small business school","['lack', 'flexibility', 'regarding', 'type', 'information', 'needs', 'included', 'report', 'getting', 'stuck', 'somewhere', 'inconvenient', 'intuitive', 'one', 'thing', 'entire', 'system', 'much', 'easier', 'navigate', 'right', 'system', 'heavy', 'small', 'business', 'school']","['lack', 'flexibility', 'regarding', 'type', 'information', 'need', 'included', 'report', 'getting', 'stuck', 'somewhere', 'inconvenient', 'intuitive', 'one', 'thing', 'entire', 'system', 'much', 'easier', 'navigate', 'right', 'system', 'heavy', 'small', 'business', 'school']","['performance_feedback', 'navigation', 'performance_feedback', 'layout_visibility']",lack flexibility regarding type information needs included report getting stuck somewhere inconvenient intuitive one thing entire system much easier navigate right system heavy small business school,1
2025-11-11 15:33:03.155,Student,1-3 years,Rarely,"Desktop / Laptop, Mobile phone",Find a student’s transcript and export it (PDF/CSV),1,Find a student’s transcript and export it (PDF/CSV),,A few times per semester,3-4,3.5,2,2,< 1 min,240.0,Important actions are hidden / too small / far away,,,,,,"Search and register for courses, Find a student’s transcript and export it (PDF/CSV)",,,3,,,1,0,0,8,False,False,1,1,Important actions are hidden / too small / far away,"['important', 'actions', 'hidden', 'small', 'far', 'away']","['important', 'action', 'hidden', 'small', 'far', 'away']","['layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",important actions hidden small far away,2
2025-11-11 15:41:51.203,Academic staff (lecturer),3+ years,Rarely,Desktop / Laptop,View or update personal profile / contact information,1,View or update personal profile / contact information,,Rarely,3-4,3.5,2,2,3–5 min,240.0,Confusing terminology or unclear field names,,,,,,View or update personal profile / contact information,,,2,,2.0,0,0,1,7,True,False,1,0,Confusing terminology or unclear field names,"['confusing', 'terminology', 'unclear', 'field', 'names']","['confusing', 'terminology', 'unclear', 'field', 'name']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology']",confusing terminology unclear field names,4
2025-11-11 15:42:09.750,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Search / View course lists",3,View grades or exam results,,Monthly,Not sure,3.5,5,5,> 10 min,660.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,,,"Make it clear where to see grades, i can't find them",,"Search and register for courses, View grades or exam results",,,4,,4.0,1,0,0,17,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action, Confusing terminology or unclear field names, Important actions are hidden / too small / far away Make it clear where to see grades, i can't find them","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'make', 'clear', 'see', 'grades', 'ca', 'find']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'make', 'clear', 'see', 'grade', 'ca', 'find']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'navigation']",find right menu label many one action confusing terminology unclear field names important actions hidden small far away make clear see grades ca find,2
2025-11-11 15:55:09.974,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone",Find a student’s transcript and export it (PDF/CSV),1,Search / View course lists,,Rarely,3-4,3.5,3,4,1–3 min,120.0,"I can’t find the right menu or label, Too many pages/tabs for one action",,"The main page, just confusing",,new not 2000s ingterface,,"Search and register for courses, Search / View course lists",,,2,,1.0,1,0,0,10,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action The main page, just confusing new not 2000s ingterface","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'main', 'page', 'confusing', 'new', 'ingterface']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'main', 'page', 'confusing', 'new', 'ingterface']","['navigation', 'navigation', 'navigation', 'navigation', 'clarity_terminology']",find right menu label many one action main page confusing new ingterface,4
2025-11-11 16:05:38.616,Student,3+ years,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,View grades or exam results,,Monthly,3-4,3.5,4,5,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names",,"Finding the summary of the transcripts, even tho that is the most important document you can get when looking for grades ",,Putting it as an option to the main page right away ,,"Search and register for courses, Find a student’s transcript and export it (PDF/CSV)",,,5,,1.0,1,0,0,17,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names Finding the summary of the transcripts, even tho that is the most important document you can get when looking for grades  Putting it as an option to the main page right away","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'finding', 'summary', 'transcripts', 'even', 'tho', 'important', 'document', 'get', 'looking', 'grades', 'putting', 'option', 'main', 'page', 'right', 'away']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'finding', 'summary', 'transcript', 'even', 'tho', 'important', 'document', 'get', 'looking', 'grade', 'putting', 'option', 'main', 'page', 'right', 'away']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'navigation', 'layout_visibility']",find right menu label confusing terminology unclear field names finding summary transcripts even tho important document get looking grades putting option main page right away,4
2025-11-11 16:08:13.377,Student,1-3 years,A few times per month,Desktop / Laptop,"Search and register for courses, View grades or exam results, Manage tuition payments or invoices (administrators)",3,Enrol / Unenrol a student in a course,,A few times per semester,5-6,5.5,2,3,3–5 min,240.0,Steps are not intuitive sometimes ,,When looking to register for electives ,,That things you can click and where you are supposed to click would be marked clearer.,,Search and register for courses,,,3,,2.0,1,0,0,11,False,False,1,0,Steps are not intuitive sometimes  When looking to register for electives  That things you can click and where you are supposed to click would be marked clearer.,"['steps', 'intuitive', 'sometimes', 'looking', 'register', 'electives', 'things', 'click', 'supposed', 'click', 'would', 'marked', 'clearer']","['step', 'intuitive', 'sometimes', 'looking', 'register', 'elective', 'thing', 'click', 'supposed', 'click', 'would', 'marked', 'clearer']",['layout_visibility'],steps intuitive sometimes looking register electives things click supposed click would marked clearer,3
2025-11-11 16:21:14.922,Student,Less than 6 months,Rarely,Desktop / Laptop,"Search and register for courses, View grades or exam results",2,Prepare academic reports or statistics,,A few times per semester,1-2,1.5,3,3,1–3 min,120.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Important actions are hidden / too small / far away",,,,,,"Search and register for courses, View grades or exam results",,,2,,1.0,1,0,0,10,False,False,1,0,"I can’t find the right menu or label, Too many pages/tabs for one action, Important actions are hidden / too small / far away","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'important', 'actions', 'hidden', 'small', 'far', 'away']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'important', 'action', 'hidden', 'small', 'far', 'away']","['navigation', 'navigation', 'navigation', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label many one action important actions hidden small far away,2
2025-11-11 16:28:00.403,Student,1-3 years,A few times per month,Desktop / Laptop,"View or update personal profile / contact information, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,Search and register for courses,,Rarely,5-6,5.5,1,3,3–5 min,240.0,"I can’t find the right menu or label, Mobile view is hard to use",,,,,,View course schedule,,,4,,2.0,1,0,0,11,False,False,1,0,"I can’t find the right menu or label, Mobile view is hard to use","['find', 'right', 'menu', 'label', 'mobile', 'view', 'hard', 'use']","['find', 'right', 'menu', 'label', 'mobile', 'view', 'hard', 'use']","['navigation', 'navigation', 'navigation', 'navigation']",find right menu label mobile view hard use,1
2025-11-11 16:46:01.961,Student,Less than 6 months,A few times per week,"Desktop / Laptop, Mobile phone",View grades or exam results,1,View grades or exam results,,Weekly,Not sure,3.5,1,4,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,I do not like that you have to press some kind of summary to see your grades,,,,"View course schedule, View grades or exam results",,,4,,1.0,1,0,0,10,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away I do not like that you have to press some kind of summary to see your grades","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'like', 'press', 'kind', 'summary', 'see', 'grades']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'like', 'press', 'kind', 'summary', 'see', 'grade']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label confusing terminology unclear field names important actions hidden small far away like press kind summary see grades,2
2025-11-11 17:00:47.328,Student,1-3 years,A few times per month,Desktop / Laptop,"Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,Search and register for courses,,A few times per semester,3-4,3.5,2,3,1–3 min,120.0,"Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,Always confused where I have to click to see the available elective courses. It doesn't make sense to click on the number.,,"Add a ""view courses here"" button",,"Search and register for courses, Find a student’s transcript and export it (PDF/CSV)",,,1,,1.0,1,0,0,9,False,False,1,0,"Confusing terminology or unclear field names, Important actions are hidden / too small / far away Always confused where I have to click to see the available elective courses. It doesn't make sense to click on the number. Add a ""view courses here"" button","['confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'always', 'confused', 'click', 'see', 'available', 'elective', 'courses', 'make', 'sense', 'click', 'number', 'add', 'view', 'courses', 'button']","['confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'always', 'confused', 'click', 'see', 'available', 'elective', 'course', 'make', 'sense', 'click', 'number', 'add', 'view', 'course', 'button']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'clarity_terminology', 'navigation']",confusing terminology unclear field names important actions hidden small far away always confused click see available elective courses make sense click number add view courses button,2
2025-11-11 18:22:33.868,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,Search and register for courses,,Monthly,5-6,5.5,2,4,3–5 min,240.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,Finding the exact courses to register for them.,,,,Search and register for courses,,,4,,2.0,1,0,0,13,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away Finding the exact courses to register for them.","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'finding', 'exact', 'courses', 'register']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'finding', 'exact', 'course', 'register']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label confusing terminology unclear field names important actions hidden small far away finding exact courses register,2
2025-11-11 19:44:11.791,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results",2,View course schedule,,Rarely,Not sure,3.5,3,4,1–3 min,120.0,"Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Mobile view is hard to use",,I have never found the page,,,,"Search and register for courses, View course schedule",,,4,,1.0,1,0,0,13,False,False,1,1,"Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Mobile view is hard to use I have never found the page","['confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use', 'never', 'found', 'page']","['confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use', 'never', 'found', 'page']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'navigation', 'navigation']",confusing terminology unclear field names important actions hidden small far away mobile view hard use never found page,2
2025-11-11 19:47:18.656,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone, Tablet",View grades or exam results,1,Search and register for courses,,A few times per semester,Not sure,3.5,1,4,5–10 min,450.0,"I can’t find the right menu or label, Too many pages/tabs for one action, Mobile view is hard to use",,,,,,"View course schedule, View grades or exam results",,,5,,3.0,1,0,0,11,False,False,1,1,"I can’t find the right menu or label, Too many pages/tabs for one action, Mobile view is hard to use","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'mobile', 'view', 'hard', 'use']","['find', 'right', 'menu', 'label', 'many', 'one', 'action', 'mobile', 'view', 'hard', 'use']","['navigation', 'navigation', 'navigation', 'navigation']",find right menu label many one action mobile view hard use,1
2025-11-11 20:41:56.569,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","View grades or exam results, Search / View course lists",2,Search and register for courses,,A few times per semester,Not sure,3.5,1,3,5–10 min,450.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Mobile view is hard to use",,,,,,"Search and register for courses, Search / View course lists",,,4,,3.0,1,0,0,10,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away, Mobile view is hard to use","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away', 'mobile', 'view', 'hard', 'use']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'navigation']",find right menu label confusing terminology unclear field names important actions hidden small far away mobile view hard use,2
2025-11-11 22:11:57.616,Student,1-3 years,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",3,View grades or exam results,,A few times per semester,Not sure,3.5,1,3,1–3 min,120.0,"Too many pages/tabs for one action, Missing or slow system feedback after actions, Mobile view is hard to use",,,,,,"View grades or exam results, Find a student’s transcript and export it (PDF/CSV)",,,3,,1.0,1,0,0,10,False,False,1,1,"Too many pages/tabs for one action, Missing or slow system feedback after actions, Mobile view is hard to use","['many', 'one', 'action', 'missing', 'slow', 'system', 'feedback', 'actions', 'mobile', 'view', 'hard', 'use']","['many', 'one', 'action', 'missing', 'slow', 'system', 'feedback', 'action', 'mobile', 'view', 'hard', 'use']","['performance_feedback', 'performance_feedback', 'performance_feedback', 'navigation']",many one action missing slow system feedback actions mobile view hard use,1
2025-11-11 22:15:06.268,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","View or update personal profile / contact information, View grades or exam results",2,Search and register for courses,,A few times per semester,3-4,3.5,2,2,1–3 min,120.0,"Confusing terminology or unclear field names, Mobile view is hard to use",,,,,,"Search and register for courses, View course schedule",,,2,,1.0,1,0,0,8,False,False,1,1,"Confusing terminology or unclear field names, Mobile view is hard to use","['confusing', 'terminology', 'unclear', 'field', 'names', 'mobile', 'view', 'hard', 'use']","['confusing', 'terminology', 'unclear', 'field', 'name', 'mobile', 'view', 'hard', 'use']","['clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'navigation']",confusing terminology unclear field names mobile view hard use,4
2025-11-11 22:54:38.744,Student,Less than 6 months,A few times per month,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Search / View course lists",3,View grades or exam results,,Monthly,3-4,3.5,1,5,1–3 min,120.0,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away",,,,,,View grades or exam results,,,5,,1.0,1,0,0,14,False,False,1,1,"I can’t find the right menu or label, Confusing terminology or unclear field names, Important actions are hidden / too small / far away","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'names', 'important', 'actions', 'hidden', 'small', 'far', 'away']","['find', 'right', 'menu', 'label', 'confusing', 'terminology', 'unclear', 'field', 'name', 'important', 'action', 'hidden', 'small', 'far', 'away']","['navigation', 'navigation', 'navigation', 'clarity_terminology', 'clarity_terminology', 'clarity_terminology', 'navigation', 'clarity_terminology', 'layout_visibility', 'layout_visibility', 'layout_visibility', 'layout_visibility']",find right menu label confusing terminology unclear field names important actions hidden small far away,2
2025-11-11 23:44:00.683,Student,Less than 6 months,A few times per week,"Desktop / Laptop, Mobile phone","Search and register for courses, View grades or exam results, Search / View course lists",3,Search and register for courses,,Monthly,5-6,5.5,1,3,< 1 min,240.0,"I can’t find the right menu or label, Mobile view is hard to use",,Finding how to register for courses,,More obvious and intuitive way for course registration and viewing.,,"Search and register for courses, Search / View course lists",,,3,,,1,0,0,10,False,False,1,1,"I can’t find the right menu or label, Mobile view is hard to use Finding how to register for courses More obvious and intuitive way for course registration and viewing.","['find', 'right', 'menu', 'label', 'mobile', 'view', 'hard', 'use', 'finding', 'register', 'courses', 'obvious', 'intuitive', 'way', 'course', 'registration', 'viewing']","['find', 'right', 'menu', 'label', 'mobile', 'view', 'hard', 'use', 'finding', 'register', 'course', 'obvious', 'intuitive', 'way', 'course', 'registration', 'viewing']","['navigation', 'navigation', 'navigation', 'navigation']",find right menu label mobile view hard use finding register courses obvious intuitive way course registration viewing,1
